"NUTS_ID","year","verified","verified_delta","employmentbyindustry_sec_B.E","valueaddedperindustry_sec_B.E","grossfixedcapitalformationbyindustry_sec_B.E","averageannualpopulation","capitalstock","employmentpercapita","employmentrate.20.64.","gdpconstantprices","gdppercapitaconstantprices","grossfixedcapitalformation","hoursworkedpercapita","hoursworkedperemployedperson","householdnetdisposableincome","labourforce..15.","netmigrationbybroadageper1000p","netmigrationbybroadsexage","netpropertyincome","populationbyeducationalattainmentlevel","populationchangeper1000p","realcompensationperhourworked","reallaborproductivityperemployee","reallaborproductivityperhourworked","unemployment.15.74..experimental.","unemploymentrate.15.74..experimental.","wageandsalaryearners.workplacebasedemployees.","workplacebasedemployment","compensationofemployeesbyindustry_sec_B.E","consumptionfixedcapitalbyindustry_sec_B.E","hoursworkedbyindustry.NACE2._sec_B.E"
"DE911",2013,530544,-16755,24,2056.2,560.2,246990,50668.9,0.642,74.78,17847.3,72300,4149.3,889,1384,NA,125.6,8.2,2017,NA,NA,5.8,31.9,112481,81.25,8.1,6.4,148.12,158.67,1476.8,436.4,36663
"DE911",2014,425665,-104879,24.5,2230.1,628.8,248550,51751.7,0.653,74.5,18738.3,75400,4449.8,906,1388,NA,125.4,7.2,1786,NA,NA,5.1,35.3,115476,83.17,7.2,5.7,151.71,162.27,1992.4,455.8,37933
"DE911",2015,466000,40335,24.5,1759.7,633,250650,52888.5,0.65,76.4,18391,73400,4441.2,903,1390,NA,128.5,13.1,3292,NA,NA,11.4,35.8,112932,81.23,6.6,5.1,152.54,162.85,2027.7,358.4,38022
"DE911",2016,508789,42789,24.6,2578.6,522.2,250780,53871.1,0.655,76.16,19699,78600,4506.7,910,1389,NA,129.9,-9.6,-2399,NA,NA,-10.8,35.8,119889,86.33,5.9,4.5,154.15,164.31,2046.7,511.5,38250
"DE911",2017,514102,5313,24.8,2665,553.3,249300,54896,0.672,76.69,18572,74500,4322.3,927,1379,NA,129,-0.5,-131,NA,NA,-2.6,36.5,110792,80.34,5.6,4.3,157.25,167.63,2081.2,519.9,38317
"DE911",2018,477475,-36627,24.7,2980.3,730,248160,55693.9,0.683,77.38,19309.9,77800,4262.1,934,1369,NA,129.5,3.3,809,NA,NA,1.1,37.6,114004,83.3,5.1,3.9,159.26,169.38,2175.3,589.1,37792
"DE911",2019,479485,2010,25.1,3137,833,248850,56968.8,0.686,78.42,19000.1,76400,4724.8,933,1360,NA,130.8,5.8,1439,NA,NA,4.5,38.4,111346,81.87,4.1,3.1,160.66,170.64,2255.2,640.6,38144
"DE911",2020,422460,-57025,24.8,2721.3,907.8,248980,58135.1,0.678,78.96,19071,76600,4849.7,883,1303,NA,135.2,-0.9,-227,NA,NA,-3.4,39.2,112980,86.74,5.4,4,159.05,168.8,2134.5,614.3,36371
"DE911",2021,499043,76583,24.7,2549.8,476.9,248690,59452.6,0.68,78.94,19687.1,79200,5021.2,904,1330,NA,132.4,3.3,820,NA,NA,1.1,37.7,116478,87.61,4.8,3.6,159.56,169.02,2072.5,549,37340
"DE911",2022,516924,17881,24.9,2166.2,444.6,251880,60413.9,0.679,80.71,18159.7,72100,4375.3,903,1331,NA,135.6,21.2,5349,NA,NA,17.4,36.9,106185,79.8,3.9,2.9,161.59,171.02,1961.1,476.4,36550
"DE911",2023,380084,-136840,25.2,2489.8,706.4,253360,61258.2,0.685,77.18,18588.4,73400,4423.3,903,1318,NA,132.7,5.6,1425,NA,NA,1.3,36.8,107113,81.28,3.6,2.7,163.7,173.54,1864.8,567.4,37012
"DE912",2006,7500547,742437,25.7,2290.5,521.7,104610,18550,0.538,70.39,4779.7,45700,976.8,769,1430,NA,50,-8.9,-929,NA,NA,-12.8,30.2,84973,59.43,6,12,52.63,56.25,1210.4,493.1,39142
"DE912",2007,7413467,-87080,25.4,2399.6,583.7,103280,18747.3,0.545,71.8,4982.1,48200,1044.7,781,1433,NA,49.6,-8.2,-844,NA,NA,-12.9,29.5,88539,61.79,5.1,10.3,52.72,56.27,1181,497.5,38677
"DE912",2008,7209515,-203952,26.2,2268.6,629,102030,18932.3,0.554,72.58,4816.3,47200,1018.2,782,1412,NA,49.5,-8.6,-873,NA,NA,-13,30.1,85214,60.33,4.9,9.9,53.52,56.52,1213.5,480.7,39238
"DE912",2009,5665808,-1543707,26.6,1665.8,539.5,100960,19051,0.567,73.68,4022.9,39800,868.6,781,1378,NA,49.8,-7.8,-790,NA,NA,-13.1,30.6,70306,51,5.2,10.4,54.21,57.22,1201.7,425.7,38368
"DE912",2010,7217570,1551762,25.8,2193.2,568,99810,19162.5,0.561,72.61,4526.8,45400,931,789,1406,NA,47.8,-9.1,-910,NA,NA,-13.9,30.5,80807,57.48,4.1,8.6,53.03,56.02,1223,476.1,38550
"DE912",2011,7608258,390688,25.7,2434.2,671.5,98910,19408.1,0.565,75.34,4885.4,49400,1110.8,798,1410,NA,48.1,-2.6,-256,NA,NA,-6.4,30.9,87348,61.93,3.8,7.9,52.94,55.93,1243.7,504.3,38583
"DE912",2012,7718508,110250,25.8,2477.1,723.3,98430,19625.3,0.574,75.28,4962.7,50400,1106.4,797,1390,NA,47.5,-0.3,-29,NA,NA,-5,31.7,87897,63.23,3.4,7.2,53.42,56.46,1249.4,515.3,38078
"DE912",2013,7495057,-223451,26.5,2644.7,772.1,98370,19888.1,0.578,74.87,5099.5,51800,1185.6,799,1384,NA,47.2,6.5,643,NA,NA,1,31.9,89763,64.84,4.1,8.7,53.78,56.81,1318.8,561.3,38967
"DE912",2014,7784851,289794,27.2,2782.4,832.1,98910,20193.4,0.587,74.45,5283,53400,1254.6,814,1388,NA,46.8,12.8,1266,NA,NA,7.8,35.3,91054,65.58,3.8,8.1,55.05,58.02,1657,568.6,40253
"DE912",2015,7177811,-607040,27.1,2272.8,761.1,100420,20485.3,0.578,76.42,4720.1,47000,1139.9,804,1390,NA,48.1,26.3,2639,NA,NA,21,35.8,81312,58.49,3.6,7.5,55.15,58.05,1685,462.9,40261
"DE912",2016,7783956,606145,26.7,3022.6,786.1,102740,20760.8,0.566,76.13,5524.7,53800,1263.9,786,1389,NA,49.1,27.2,2792,NA,NA,25.2,35.8,94992,68.41,3.9,7.9,55.19,58.16,1685.4,599.5,39802
"DE912",2017,7664224,-119732,26.8,3355.8,871.8,104390,21083.2,0.556,76.69,5843.4,56000,1359.9,767,1379,NA,50.6,11.7,1226,NA,NA,8.4,36.5,100696,73.02,3.8,7.5,55.23,58.03,1725.5,654.7,39629
"DE912",2018,7956627,292403,26.8,3639.1,975,104980,21336.8,0.557,77.43,6136.1,58500,1354.4,762,1369,NA,51.3,5.8,604,NA,NA,3.8,37.6,104980,76.7,3.4,6.6,55.65,58.45,1804.9,719.4,39349
"DE912",2019,7637330,-319297,26.7,3402.8,1027.5,104790,21733.7,0.564,78.35,5915.9,56500,1471.1,767,1360,NA,51.6,-3.8,-399,NA,NA,-6.3,38.4,100168,73.65,2.9,5.6,56.3,59.06,1837.5,694.7,38929
"DE912",2020,6925329,-712001,26.2,2749.7,930.6,104160,22046.8,0.562,78.98,5119.5,49200,1301.9,731,1303,NA,52.4,-0.9,-95,NA,NA,-4.1,39.2,87527,67.2,3.9,7.4,55.76,58.49,1757.8,620.7,36739
"DE912",2021,7449054,523725,25.8,2867.5,783.8,103760,22397.5,0.559,78.92,5238.5,50500,1336.1,743,1330,NA,51.2,0.9,95,NA,NA,-1.7,37.7,90304,67.92,3.3,6.4,55.33,58.01,1724.1,617.4,37144
"DE912",2022,7269885,-179169,25.6,2738.9,783.1,104090,22671.3,0.555,80.76,5173.4,49700,1246.5,738,1331,NA,52.2,13.1,1366,NA,NA,8.4,36.9,89614,67.35,2.7,5.2,55.15,57.73,1609.2,602.4,36273
"DE912",2023,6580384,-689501,25.7,2498,823.6,104810,22900.1,0.559,77.13,5034.6,48000,1198.1,737,1318,NA,50.9,9.2,965,NA,NA,4.7,36.8,85886,65.17,2.4,4.7,55.5,58.62,1513.8,569.3,36391
"DE913",2006,2163881,-134343,56,7889.4,1819.5,120950,36877.2,0.868,70.46,13414.6,110900,2741.3,1241,1430,NA,57.2,1.2,145,NA,NA,-2,30.2,127758,89.35,5.4,9.4,100.8,105,2507.5,1698.4,84368
"DE913",2007,2141886,-21995,53.6,8323.6,2029.7,120710,37435.3,0.883,71.73,14090.7,116700,2955,1265,1433,NA,56.6,0.5,58,NA,NA,-2,29.5,132195,92.26,4.7,8.3,102.38,106.59,2408.6,1725.8,80840
"DE913",2008,2252179,110293,54.8,7949.6,2135.4,120480,37972.3,0.906,72.56,13983.7,116100,2956.3,1279,1412,NA,57,0.6,76,NA,NA,-2,30.1,128149,90.73,4.2,7.4,105.69,109.12,2471.4,1684.5,81530
"DE913",2009,2156701,-95478,57.1,6677,1973.9,119260,38329.3,0.925,73.66,12095.5,101400,2611.9,1275,1378,NA,58,0.4,49,NA,NA,-2,30.6,109679,79.57,4,6.9,106.84,110.28,2492.3,1706.1,81792
"DE913",2010,2599758,443057,56.6,9734.4,2413.7,119650,38719,0.934,72.75,15819.6,132200,3253.6,1313,1406,NA,56.5,-0.6,-66,NA,NA,-2.8,30.5,141550,100.7,3.4,6,108.34,111.76,2590.9,2112.9,83746
"DE913",2011,2620279,20521,57.8,11206.2,3000.8,120340,39621.9,0.988,75.25,17959.8,149200,4083.6,1393,1410,NA,59.2,11.7,1413,NA,NA,9.2,30.9,151063,107.1,2.9,4.9,115.46,118.89,2725.8,2321.4,86135
"DE913",2012,2332385,-287894,61.1,10535.4,2923.6,121470,40395.9,1.048,75.32,17683.9,145600,3942.6,1456,1390,NA,59.7,9.6,1170,NA,NA,7.2,31.7,138970,99.97,2.5,4.2,123.77,127.25,2877,2191.5,89550
"DE913",2013,2435528,103143,64.8,10334.8,2907.7,122520,41299.6,1.075,74.86,17535.5,143100,4076.9,1488,1384,NA,60.2,8.5,1040,NA,NA,5.7,31.9,133158,96.19,2.8,4.7,128.23,131.69,3139.1,2193.5,94611
"DE913",2014,2622583,187055,68.5,11381.3,3268.5,123400,42366.4,1.064,74.43,18463.3,149600,4384.5,1477,1388,NA,60.1,5.6,688,NA,NA,4.6,35.3,140662,101.32,2.4,4,127.87,131.26,3947.8,2325.8,100636
"DE913",2015,2625559,2976,70.8,8523.5,2706,124360,43315.2,1.076,76.37,15350.4,123400,3706.8,1496,1390,NA,61.4,10,1238,NA,NA,8.2,35.8,114683,82.49,2.3,3.7,130.57,133.85,4125.8,1735.9,104150
"DE913",2016,2555200,-70359,71.5,15918,4071,124920,44513.2,1.077,76.14,24017.1,192300,5494.5,1496,1389,NA,61.6,-0.9,-113,NA,NA,-1.1,35.8,178473,128.52,2.4,3.9,131.35,134.57,4221.4,3157.5,105283
"DE913",2017,2496497,-58703,72,14664.7,3730.6,123910,45730.3,1.082,76.59,22056.2,178000,5133.2,1492,1379,NA,61.8,1.8,218,NA,NA,0,36.5,164488,119.27,2.3,3.7,130.87,134.09,4330.2,2861.2,105285
"DE913",2018,2471549,-24948,73,16308.3,4172,124030,46719.7,1.088,77.46,23945.2,193100,5285.3,1489,1369,NA,62,3.3,404,NA,NA,1.9,37.6,177398,129.62,2.2,3.5,131.75,134.98,4566,3223.9,105754
"DE913",2019,2409316,-62233,73.9,17167.5,4909.6,124260,48379.9,1.093,78.46,24742.3,199100,6152.6,1486,1360,NA,62.6,2.9,362,NA,NA,1.8,38.4,182210,133.97,1.9,3,132.6,135.79,4694.1,3505.1,106305
"DE913",2020,2204244,-205072,73.8,13851.3,4272,124110,49611.4,1.083,78.92,20136.4,162200,5120.7,1411,1303,NA,64.3,-2.1,-255,NA,NA,-4.3,39.2,149769,114.98,2.5,3.9,131.37,134.45,4553.1,3126.8,102188
"DE913",2021,2278872,74628,73.4,11635.6,3136.5,123890,50786.1,1.067,78.85,17552.4,141700,4476.8,1419,1330,NA,62.7,2.4,303,NA,NA,0.9,37.7,132782,99.87,2.4,3.8,129.17,132.19,4496.7,2505.2,104103
"DE913",2022,1864638,-414234,72.9,10573.2,2942.9,126930,51670.8,1.034,80.66,16711.6,131700,4026.5,1376,1331,NA,63.9,35.5,4510,NA,NA,31.8,36.9,127288,95.66,2.1,3.3,128.3,131.29,4200.4,2325.4,101959
"DE913",2023,1400857,-463781,72.3,12944.2,4090.7,128670,52598.7,1.025,77.22,20427.3,158800,4860.9,1350,1318,NA,63.7,14.8,1905,NA,NA,10.5,36.8,154952,117.58,1.9,3,129.13,131.83,3901,2950,100668
"DE916",2006,477266,44299,11.3,901.5,195.5,148510,15096.9,0.422,70.44,4157.1,28000,849.4,603,1430,NA,69.3,-4,-600,NA,NA,-10.9,30.2,66343,46.4,7.4,10.7,55.28,62.66,655.7,194,17791
"DE916",2007,441011,-36255,11.4,908.8,219,146730,15258.9,0.426,71.7,4087.1,27900,857.1,610,1433,NA,68.5,-3.9,-577,NA,NA,-11,29.5,65383,45.63,6.3,9.2,55.08,62.51,645.7,188.4,17865
"DE916",2008,468751,27740,11.5,843.5,254.7,144890,15415.9,0.429,72.55,4086.2,28200,863.9,606,1412,NA,68.6,-3.2,-469,NA,NA,-11.1,30.1,65778,46.57,6.6,9.6,55.87,62.12,646.9,178.8,17804
"DE916",2009,388009,-80742,10.9,613.3,234.2,143080,15525.9,0.433,73.65,3727.9,26100,805,596,1378,NA,68.6,-3.3,-466,NA,NA,-11.2,30.6,60225,43.69,6.8,9.9,55.64,61.9,599.7,156.7,16155
"DE916",2010,451747,63738,10.9,796.6,218.8,141390,15623.1,0.438,72.87,3942.7,27900,810.9,615,1406,NA,65.8,-3.5,-494,NA,NA,-12,30.5,63706,45.32,5.5,8.4,55.62,61.89,629.3,172.9,16780
"DE916",2011,451991,244,11.1,823.4,232.6,140040,15828.8,0.444,75.32,4093.7,29200,930.7,626,1410,NA,67.1,1.5,215,NA,NA,-6.7,30.9,65857,46.69,5.2,7.7,55.85,62.16,651,170.6,17227
"DE916",2012,442266,-9725,11.4,866.4,276.4,138840,16007,0.447,75.26,4072.6,29300,908,622,1390,NA,66.4,1.7,239,NA,NA,-6.6,31.7,65550,47.15,4.8,7.2,55.71,62.13,666,180.2,17378
"DE916",2013,398391,-43875,11.3,812.8,252.7,137410,16212.5,0.452,74.75,3989.2,29000,927.4,626,1384,NA,66,3.4,468,NA,NA,-6,31.9,64217,46.39,5.2,7.9,55.76,62.12,690.9,172.5,17180
"DE916",2014,378882,-19509,11.1,800.4,263.4,137540,16442.7,0.45,74.54,3983.4,29000,945.9,625,1388,NA,65.1,4.2,577,NA,NA,-4.2,35.3,64321,46.33,4.6,7.1,55.82,61.93,901.8,163.6,17086
"DE916",2015,375859,-3023,10.9,835.2,328.2,137750,16692.2,0.45,76.37,4036.3,29300,974.7,626,1390,NA,66,15.3,2113,NA,NA,7.1,35.8,65122,46.84,4,6.1,56.05,61.98,906.9,170.1,16866
"DE916",2016,404126,28267,10,1000.5,255.5,138110,16907.8,0.448,76.23,4322.7,31300,988.9,622,1389,NA,66.1,6.1,839,NA,NA,-1.9,35.8,69890,50.33,3.7,5.6,56.24,61.85,843.9,198.5,15528
"DE916",2017,387826,-16300,10.2,961.2,244,137770,17148.7,0.454,76.69,4365.3,31700,1016,626,1379,NA,66.4,5.4,750,NA,NA,-3,36.5,69845,50.65,3.4,5.1,56.77,62.5,870.9,187.6,15734
"DE916",2018,362340,-25486,10.4,986.1,294.2,137290,17329.2,0.46,77.41,4368.4,31800,964.2,630,1369,NA,66.6,5,692,NA,NA,-4,37.6,69152,50.53,3,4.5,57.49,63.17,928.8,194.9,15890
"DE916",2019,364867,2527,10.8,845.3,280,136650,17610.3,0.463,78.41,4188.3,30600,1041.5,630,1360,NA,66.8,4.3,584,NA,NA,-5.3,38.4,66155,48.64,2.4,3.6,57.72,63.31,977.9,172.6,16391
"DE916",2020,342782,-22085,10.7,789.7,319.2,135490,17852.9,0.456,78.99,3966.9,29300,1008.8,594,1303,NA,68.2,-2.2,-303,NA,NA,-11.8,39.2,64168,49.26,3.5,5.1,56.42,61.82,924.7,178.3,15605
"DE916",2021,353460,10678,10.4,822.2,211.9,134370,18120.8,0.455,78.94,4004.6,29800,1021.3,605,1330,NA,66,4.9,663,NA,NA,-4.7,37.7,65446,49.23,2.9,4.4,55.98,61.19,883,177,15633
"DE916",2022,338641,-14819,10.5,852.1,236.4,130950,18338.4,0.47,80.69,4110.3,31400,990.4,625,1331,NA,67.2,-35.6,-4665,NA,NA,-47.3,36.9,66780,50.19,2.3,3.4,56.32,61.55,837,187.4,15345
"DE916",2023,320343,-18298,10.6,862.9,301.1,127780,18520.8,0.486,77.18,4015.1,31400,955.4,641,1318,NA,61.2,11,1407,NA,NA,-1.1,36.8,64624,49.04,2.3,3.8,55.66,62.13,793.3,196.6,15485
"DE917",2006,2240497,-372710,5.1,336.8,72.9,96380,8014.6,0.303,70.49,1816,18800,371.1,433,1430,NA,46,-3.8,-364,NA,NA,-9,30.2,62212,43.51,4.9,10.7,25.69,29.19,299.7,72.5,7997
"DE917",2007,2617475,376978,5.2,387.4,91.9,95400,8088.7,0.304,71.67,1869.7,19600,392.1,435,1433,NA,45.8,-3.6,-343,NA,NA,-9.1,29.5,64538,45.04,4.5,9.8,25.52,28.97,298,80.4,8159
"DE917",2008,2286270,-331205,5.3,433.3,127.2,94300,8163.6,0.307,72.56,1951,20700,412.4,434,1412,NA,45.9,-3.4,-320,NA,NA,-9.1,30.1,67323,47.66,4.3,9.4,25.76,28.98,301.7,91.9,8196
"DE917",2009,2067728,-218542,5.3,392.6,142.8,93260,8217.7,0.313,73.67,1838.2,19700,396.9,431,1378,NA,46,-3,-280,NA,NA,-9.2,30.6,62975,45.69,4.2,9.1,25.96,29.19,291.4,100.4,7763
"DE917",2010,2216524,148796,5.2,465.7,125.6,92190,8265.5,0.317,72.62,1933.2,21000,397.7,445,1406,NA,44.3,-4.6,-422,NA,NA,-10,30.5,66249,47.13,3.4,7.7,25.91,29.18,301.8,101.1,7946
"DE917",2011,1818012,-398512,5.4,424.1,118.5,91280,8363.8,0.325,75.24,1955.8,21400,444.7,459,1410,NA,45.4,-1,-92,NA,NA,-7.9,30.9,65830,46.67,3,6.6,26.4,29.71,319.1,87.8,8346
"DE917",2012,2185474,367462,5.6,437.9,138.2,90620,8450.9,0.332,75.27,1990.7,22000,443.9,462,1390,NA,44.9,1.4,124,NA,NA,-5.8,31.7,66092,47.54,2.7,6,26.78,30.12,327.6,91.1,8422
"DE917",2013,1531268,-654206,5.8,420.9,127.3,90290,8554.4,0.335,74.7,2008.6,22200,466.9,464,1384,NA,44.7,6.8,610,NA,NA,0.4,31.9,66313,47.9,3,6.7,26.99,30.29,354.9,89.3,8757
"DE917",2014,2753777,1222509,5.3,366.7,118.8,90440,8665.4,0.33,74.4,1922.1,21300,456.4,458,1388,NA,44.3,12,1085,NA,NA,5.4,35.3,64370,46.36,2.7,6.1,26.71,29.86,435.2,75,8132
"DE917",2015,2278643,-475134,5.3,332.2,130,90850,8782.9,0.334,76.49,1902.1,20900,459.3,464,1390,NA,45.4,13.5,1222,NA,NA,6.5,35.8,62775,45.15,2.5,5.5,27.2,30.3,445.4,67.6,8189
"DE917",2016,1798498,-480145,4.7,302.6,74.4,91260,8878.3,0.336,76.24,1910.3,20900,437.1,466,1389,NA,45.4,12.7,1159,NA,NA,6.3,35.8,62367,44.91,2.4,5.3,27.63,30.63,404.3,60,7268
"DE917",2017,3,-1798495,4.6,263.4,63.9,91180,8985.3,0.338,76.66,1939.7,21300,451.4,466,1379,NA,45.9,1.6,143,NA,NA,-3.9,36.5,62976,45.66,2.4,5.2,27.81,30.8,400.4,51.4,7079
"DE917",2018,127,124,4.8,281.2,82.7,90620,9066.1,0.341,77.38,1954.9,21600,431.5,467,1369,NA,45.8,1.8,160,NA,NA,-4.6,37.6,63185,46.17,2.1,4.6,28.03,30.94,436.1,55.6,7304
"DE917",2019,48,-79,4.5,297.2,95.2,91300,9199.4,0.342,78.51,1987,21800,494.1,466,1360,NA,45.8,5.6,510,NA,NA,-0.1,38.4,63583,46.75,1.8,3.9,28.37,31.25,422.6,60.7,6812
"DE917",2020,0,-48,4.4,298,119.4,91410,9320.5,0.341,78.99,1980.3,21700,503.6,444,1303,NA,46.9,7,642,NA,NA,2.4,39.2,63615,48.84,2.2,4.7,28.29,31.13,395.8,67.3,6401
"DE917",2021,0,0,4.4,291.4,71.7,91450,9454.8,0.341,78.88,2007.6,22000,512.1,454,1330,NA,46.1,4.5,409,NA,NA,-1.5,37.7,64286,48.35,2,4.3,28.46,31.23,384.8,62.8,6575
"DE917",2022,0,0,4.3,373.3,99.4,90370,9567.1,0.353,80.81,2119.5,23500,510.7,469,1331,NA,46.9,3.6,328,NA,NA,-4.4,36.9,66527,50,1.5,3.2,29.07,31.86,357.6,82.1,6280
"DE917",2023,0,0,4.1,366.4,126,90840,9665.1,0.358,77.14,2158.2,23800,513.6,471,1318,NA,44.7,4,362,NA,NA,-3.2,36.8,66446,50.42,1.4,3.1,29.72,32.48,324.1,83.5,6021
"DE918",2006,84195,-318,14,873.8,186.9,144100,14822,0.406,70.52,3633.4,25200,742.5,580,1430,NA,67.6,-4.4,-627,NA,NA,-9.4,30.2,62110,43.44,6.8,10.1,51.69,58.5,782.5,188.1,21658
"DE918",2007,91248,7053,14.2,918.4,215.1,142750,14972.2,0.417,71.68,3792.4,26600,795.3,597,1433,NA,67.1,-4.5,-640,NA,NA,-9.5,29.5,63759,44.5,5.7,8.5,52.52,59.48,778,190.4,21890
"DE918",2008,78486,-12762,14.5,912,263,142170,15119.9,0.424,72.52,3842.7,27000,812.4,599,1412,NA,67.4,-3.9,-548,NA,NA,-9.5,30.1,63716,45.11,5.7,8.5,53.61,60.31,789.2,193.3,22035
"DE918",2009,64154,-14332,13.9,822.3,291.2,140380,15231.2,0.427,73.57,3775.7,26900,815.3,589,1378,NA,67.6,-3.1,-431,NA,NA,-9.6,30.6,62950,45.67,5.9,8.7,53.21,59.98,741.1,210.1,20251
"DE918",2010,80037,15883,13.6,884.6,234.4,138700,15324.3,0.433,72.63,3776.4,27200,776.7,609,1406,NA,64.6,-3.8,-528,NA,NA,-10.4,30.5,62899,44.74,4.5,7,53.21,60.04,763,192,20567
"DE918",2011,94868,14831,13.8,954.1,262.7,137230,15525.3,0.442,75.31,3996.2,29100,908.8,624,1410,NA,67.2,-3.9,-535,NA,NA,-10.3,30.9,65814,46.66,4.2,6.3,53.81,60.72,787.2,197.6,20984
"DE918",2012,94857,-11,14,911.1,281.7,135690,15696.8,0.444,75.34,3918.6,28900,873.6,617,1390,NA,66.2,-1.4,-186,NA,NA,-8.1,31.7,65028,46.78,3.8,5.7,53.26,60.26,796.2,189.5,20901
"DE918",2013,75281,-19576,13.9,907.2,272.5,134190,15898.7,0.45,74.79,3917.4,29200,910.7,623,1384,NA,65.8,1.2,159,NA,NA,-5.6,31.9,64826,46.83,4.4,6.7,53.49,60.43,828.6,192.6,20770
"DE918",2014,93540,18259,13.5,947.5,299.9,134280,16128.5,0.45,74.45,3978.2,29600,944.7,625,1388,NA,64.8,0.6,87,NA,NA,-5.6,35.3,65799,47.39,3.8,5.9,53.93,60.46,1051.5,193.6,20394
"DE918",2015,96889,3349,13.5,921.1,347.7,134400,16373.1,0.453,76.42,3957.1,29400,955.6,630,1390,NA,65.5,14,1877,NA,NA,7.4,35.8,64987,46.75,3.5,5.3,54.48,60.89,1071.1,187.6,20437
"DE918",2016,99548,2659,13.8,1012.4,249.3,134250,16579.1,0.46,76.13,4128.3,30800,944.5,639,1389,NA,65.5,-3.4,-450,NA,NA,-9.6,35.8,66834,48.13,3.1,4.7,55.7,61.77,1092.8,200.8,20991
"DE918",2017,93660,-5888,15.7,1087.6,271,133330,16810.7,0.468,76.66,4197.5,31500,976.9,646,1379,NA,65.1,2.5,334,NA,NA,-4.2,36.5,67247,48.76,2.9,4.5,56.28,62.42,1231.7,212.2,23633
"DE918",2018,92873,-787,16.3,1061.1,303.9,132910,16978.4,0.471,77.37,4058.3,30500,895.8,644,1369,NA,65,4.8,642,NA,NA,-2.1,37.6,64870,47.4,2.6,4,56.49,62.56,1329.1,209.7,24274
"DE918",2019,79791,-13082,16.4,1006.1,321.4,132530,17246.4,0.472,78.44,3994.6,30100,993.3,641,1360,NA,65.5,2.7,364,NA,NA,-3.6,38.4,63914,46.99,2.2,3.4,56.54,62.5,1363.2,205.4,24287
"DE918",2020,81681,1890,15.6,954.5,366.7,132030,17485.8,0.466,79.06,3914.8,29700,995.5,607,1303,NA,66.7,2.6,349,NA,NA,-3.9,39.2,63624,48.85,2.9,4.3,55.66,61.53,1258.9,215.5,22178
"DE918",2021,88838,7157,15.5,960.2,241.6,131770,17748,0.466,78.87,3917.3,29700,999.1,620,1330,NA,65.1,6.9,904,NA,NA,-0.1,37.7,63758,47.96,2.5,3.8,55.74,61.44,1232.4,206.7,22705
"DE918",2022,75566,-13272,15.3,842.9,230.1,129180,17951.5,0.48,80.77,3844.3,29800,926.3,638,1331,NA,66.2,-30.7,-3972,NA,NA,-40,36.9,62056,46.64,2,3,56.26,61.95,1149,185.4,21869
"DE918",2023,71967,-3599,15.3,820.8,280.9,126450,18124.8,0.497,77.26,3814,30200,907.6,655,1318,NA,60.8,6.9,867,NA,NA,-2.3,36.8,60703,46.06,1.9,3.1,56.34,62.83,1083,187.1,21915
"DE91A",2006,4098145,-12976,8.8,789.3,169.4,131590,10452.5,0.331,70.43,3091,23500,631.7,473,1430,NA,63.3,1.7,221,NA,NA,-1.6,30.2,70992,49.65,6,9.5,38.19,43.54,503.5,169.9,13686
"DE91A",2007,3712206,-385939,8.8,941.4,220.8,131380,10584.8,0.331,71.67,3339.5,25400,700.3,474,1433,NA,63.1,1.9,252,NA,NA,-1.6,29.5,76822,53.61,5.4,8.6,38.18,43.47,492.7,195.2,13658
"DE91A",2008,2527182,-1185024,9,1009.1,290.9,131170,10717.6,0.331,72.6,3459.7,26400,731.4,468,1412,NA,63.7,1.9,252,NA,NA,-1.6,30.1,79589,56.35,5.4,8.5,38.51,43.47,497.6,213.8,13760
"DE91A",2009,3413694,886512,8.8,655,239.2,131450,10805.8,0.333,73.61,2987.3,22700,645,458,1378,NA,64.1,2.3,306,NA,NA,-1.6,30.6,68343,49.58,5.1,8,38.7,43.71,476.3,167.4,12902
"DE91A",2010,3086178,-327516,8.5,648.1,175.7,130850,10880.2,0.335,72.68,3020.3,23100,621.1,471,1406,NA,62,1.5,200,NA,NA,-2.4,30.5,68940,49.04,4.1,6.6,38.77,43.81,483.5,140.7,12900
"DE91A",2011,3201619,115441,8.4,689.5,192,130350,11039.4,0.341,75.29,3166.3,24300,719.9,481,1410,NA,64.7,0.9,121,NA,NA,-2.8,30.9,71264,50.53,3.6,5.6,39.36,44.43,489.1,142.9,12892
"DE91A",2012,2825638,-375981,8.5,690.9,217.9,130050,11179.1,0.343,75.33,3193.4,24600,711.9,477,1390,NA,64.2,2.8,359,NA,NA,-0.9,31.7,71537,51.46,3.2,5,39.48,44.64,494,143.8,12827
"DE91A",2013,3530874,705236,8.4,625.4,190.8,129910,11338.5,0.344,74.73,3091.6,23800,718.8,477,1384,NA,64.2,5.7,735,NA,NA,0.8,31.9,69117,49.93,3.6,5.6,39.61,44.73,511.9,132.8,12664
"DE91A",2014,3082200,-448674,8.2,690.9,221.5,130030,11520.8,0.343,74.46,3153.1,24200,748.8,476,1388,NA,63.8,6.6,864,NA,NA,3.5,35.3,70793,50.99,3.3,5.2,39.56,44.54,663,141.2,12519
"DE91A",2015,2776670,-305530,8.1,644,248.9,130910,11712.5,0.345,76.39,3100.8,23700,748.8,480,1390,NA,65.3,17.3,2268,NA,NA,13.1,35.8,68586,49.33,2.8,4.3,40.38,45.21,669.2,131.2,12417
